horario,numero,cor
17:52:34,11,P
17:52:24,8,P
17:52:21,14,P
17:52:07,7,V
17:52:04,7,V
17:51:54,10,P
17:51:51,6,V
17:51:37,10,P
17:51:34,5,V
17:51:24,14,P
17:51:21,7,V
17:51:07,7,V
17:51:04,8,P
17:50:54,12,P
17:50:51,5,V
17:50:37,5,V
17:50:34,4,V
17:50:24,13,P
17:50:21,14,P
17:50:07,13,P
17:50:04,11,P
17:49:54,8,P
17:49:51,2,V
17:49:37,8,P
17:49:34,11,P
17:49:24,1,V
17:49:21,8,P
17:49:07,3,V
17:49:04,11,P
17:48:54,4,V
17:48:51,7,V
17:48:37,11,P
17:48:34,10,P
17:48:24,10,P
17:48:21,7,V
17:48:07,3,V
17:48:03,12,P
17:47:54,13,P
17:47:51,1,V
17:47:37,12,P
17:47:33,0,B
17:47:24,10,P
17:47:21,3,V
17:47:07,9,P
17:47:03,5,V
17:46:54,8,P
17:46:51,9,P
17:46:37,4,V
17:46:33,8,P
17:46:24,10,P
17:46:20,4,V
17:46:07,9,P
17:46:03,0,B
17:45:54,12,P
17:45:50,8,P
17:45:37,8,P
17:45:33,0,B
17:45:24,10,P
17:45:20,7,V
17:45:07,11,P
17:45:03,3,V
17:44:54,13,P
17:44:50,5,V
17:44:37,4,V
17:44:33,0,B
17:44:24,2,V
17:44:20,3,V
17:44:07,5,V
17:44:03,3,V
17:43:53,8,P
17:43:50,12,P
17:43:36,14,P
17:43:33,1,V
17:43:23,4,V
17:43:20,12,P
17:43:06,2,V
17:43:03,9,P
17:42:53,4,V
17:42:50,6,V
17:42:36,13,P
17:42:33,7,V
17:42:23,8,P
17:42:20,7,V
17:42:06,7,V
17:42:03,0,B
17:41:53,3,V
17:41:50,4,V
17:41:36,11,P
17:41:33,10,P
17:41:23,4,V
17:41:20,9,P
17:41:06,5,V
17:41:03,12,P
17:40:53,7,V
17:40:50,10,P
17:40:36,11,P
17:40:33,1,V
17:40:23,10,P
17:40:20,6,V
17:40:06,4,V
17:40:03,10,P
17:39:53,13,P
17:39:50,3,V
17:39:36,8,P
17:39:33,10,P
17:39:23,12,P
17:39:20,7,V
17:39:06,3,V
17:39:02,11,P
17:38:53,1,V
17:38:50,10,P
17:38:36,5,V
17:38:32,13,P
17:38:23,13,P
17:38:20,11,P
17:38:06,7,V
17:38:02,3,V
17:37:53,9,P
17:37:50,8,P
17:37:36,14,P
17:37:32,3,V
17:37:23,9,P
17:37:19,4,V
17:37:06,13,P
17:37:02,3,V
17:36:53,11,P
17:36:49,6,V
17:36:36,10,P
17:36:32,6,V
17:36:23,4,V
17:36:19,11,P
17:36:06,12,P
17:36:02,13,P
17:35:53,4,V
17:35:49,0,B
17:35:36,14,P
17:35:32,9,P
17:35:23,12,P
17:35:19,0,B
17:35:06,8,P
17:35:02,9,P
17:34:52,3,V
17:34:49,1,V
17:34:35,5,V
17:34:32,2,V
17:34:22,10,P
17:34:19,10,P
17:34:05,5,V
17:34:02,6,V
17:33:52,10,P
17:33:49,14,P
17:33:35,4,V
17:33:32,11,P
17:33:22,4,V
17:33:19,14,P
17:33:05,10,P
17:33:02,10,P
17:32:52,5,V
17:32:49,6,V
17:32:35,13,P
17:32:32,0,B
17:32:22,12,P
17:32:19,0,B
17:32:05,12,P
17:32:02,7,V
17:31:52,7,V
17:31:49,10,P
17:31:35,10,P
17:31:32,0,B
17:31:22,5,V
17:31:19,2,V
17:31:05,11,P
17:31:02,9,P
17:30:52,11,P
17:30:49,7,V
17:30:35,0,B
17:30:35,2,V
17:30:31,6,V
17:30:22,5,V
17:30:19,14,P
17:30:05,0,B
17:30:01,13,P
17:29:52,0,B
17:29:49,13,P
17:29:35,14,P
17:29:31,0,B
17:29:22,4,V
17:29:19,12,P
17:29:05,6,V
17:29:01,5,V
17:28:52,7,V
17:28:48,7,V
17:28:35,3,V
17:28:31,10,P
17:28:22,6,V
17:28:18,12,P
17:28:05,6,V
17:28:01,9,P
17:27:52,9,P
17:27:48,3,V
17:27:35,0,B
17:27:31,2,V
17:27:22,10,P
17:27:18,0,B
17:27:05,8,P
17:27:01,5,V
17:26:52,4,V
17:26:48,13,P
17:26:35,9,P
17:26:31,1,V
17:26:21,13,P
17:26:18,9,P
17:26:05,3,V
17:26:01,0,B
17:25:51,4,V
17:25:48,7,V
17:25:34,13,P
17:25:31,7,V
17:25:21,2,V
17:25:18,8,P
17:25:04,10,P
17:25:01,12,P
17:24:51,5,V
17:24:48,7,V
17:24:34,3,V
17:24:31,9,P
17:24:21,3,V
17:24:18,4,V
17:24:04,2,V
17:24:01,8,P
17:23:51,4,V
17:23:48,9,P
17:23:34,7,V
17:23:31,9,P
17:23:21,9,P
17:23:18,9,P
17:23:04,1,V
17:23:01,1,V
17:22:51,4,V
17:22:48,5,V
17:22:34,1,V
17:22:31,2,V
17:22:21,4,V
17:22:18,2,V
17:22:04,14,P
17:22:01,2,V
17:21:51,4,V
17:21:48,6,V
17:21:34,10,P
17:21:31,1,V
17:21:21,9,P
17:21:18,14,P
17:21:04,12,P
17:21:00,12,P
17:20:51,5,V
17:20:48,1,V
17:20:34,2,V
17:20:30,3,V
17:20:21,9,P
17:20:18,5,V
17:20:04,1,V
17:20:00,7,V
17:19:51,5,V
17:19:47,4,V
17:19:34,5,V
17:19:30,5,V
17:19:21,3,V
17:19:17,0,B
17:19:04,5,V
17:19:00,0,B
17:18:51,7,V
17:18:47,12,P
17:18:34,12,P
17:18:30,10,P
17:18:21,2,V
17:18:17,3,V
17:18:04,6,V
17:18:00,8,P
17:17:51,7,V
17:17:47,9,P
17:17:34,3,V
17:17:30,4,V
17:17:20,2,V
17:17:17,6,V
17:17:04,0,B
17:17:00,3,V
17:16:50,1,V
17:16:47,10,P
17:16:33,11,P
17:16:30,10,P
17:16:20,7,V
17:16:17,4,V
17:16:03,7,V
17:16:00,6,V
17:15:50,11,P
17:15:47,5,V
17:15:33,6,V
17:15:30,14,P
17:15:20,10,P
17:15:17,0,B
17:15:03,8,P
17:15:00,2,V
17:14:50,10,P
17:14:47,8,P
17:14:33,12,P
17:14:30,4,V
17:14:20,7,V
17:14:17,9,P
17:14:03,10,P
17:14:00,14,P
17:13:50,6,V
17:13:47,3,V
17:13:33,12,P
17:13:30,1,V
17:13:20,5,V
17:13:17,10,P
17:13:03,14,P
17:13:00,0,B
17:12:50,8,P
17:12:47,13,P
17:12:33,1,V
17:12:29,14,P
17:12:20,1,V
17:12:17,10,P
17:12:03,10,P
17:11:59,13,P
17:11:50,6,V
17:11:47,6,V
17:11:33,2,V
17:11:29,9,P
17:11:20,6,V
17:11:17,0,B
17:11:03,6,V
17:10:59,1,V
17:10:50,0,B
17:10:46,8,P
17:10:33,11,P
17:10:29,6,V
17:10:20,0,B
17:10:16,0,B
17:10:03,9,P
17:09:59,6,V
17:09:50,7,V
17:09:46,1,V
17:09:33,11,P
17:09:29,5,V
17:09:20,7,V
17:09:16,5,V
17:09:03,2,V
17:08:59,0,B
17:08:50,4,V
17:08:46,14,P
17:08:33,0,B
17:08:33,1,V
17:08:29,6,V
17:08:19,2,V
17:08:16,9,P
17:08:02,1,V
17:07:59,0,B
17:07:49,8,P
17:07:46,3,V
17:07:32,13,P
17:07:29,13,P
17:07:19,11,P
17:07:16,12,P
17:07:02,7,V
17:06:59,8,P
17:06:49,7,V
17:06:46,13,P
17:06:32,13,P
17:06:29,12,P
17:06:19,11,P
17:06:16,1,V
17:06:02,12,P
17:05:59,1,V
17:05:49,10,P
17:05:46,8,P
17:05:32,2,V
17:05:29,0,B
17:05:19,2,V
17:05:16,14,P
17:05:02,10,P
17:04:59,8,P
17:04:49,6,V
17:04:46,3,V
17:04:32,8,P
17:04:29,6,V
17:04:19,14,P
17:04:16,13,P
17:04:02,2,V
17:03:59,8,P
17:03:49,10,P
17:03:46,8,P
17:03:32,11,P
17:03:28,8,P
17:03:19,12,P
17:03:16,7,V
17:03:02,14,P
17:02:58,9,P
17:02:49,10,P
17:02:46,9,P
17:02:32,13,P
17:02:28,1,V
17:02:19,6,V
17:02:15,3,V
17:02:02,12,P
17:01:58,2,V
17:01:49,0,B
17:01:45,13,P
17:01:32,2,V
17:01:28,10,P
17:01:19,7,V
17:01:15,11,P
17:01:02,6,V
17:00:58,14,P
17:00:49,2,V
17:00:45,5,V
17:00:32,12,P
17:00:28,12,P
17:00:19,4,V
17:00:15,13,P
17:00:02,9,P
16:59:58,4,V
16:59:48,6,V
16:59:45,9,P
16:59:32,0,B
16:59:28,2,V
16:59:18,1,V
16:59:15,3,V
16:59:02,4,V
16:58:58,2,V
16:58:48,11,P
16:58:45,2,V
16:58:31,10,P
16:58:28,4,V
16:58:18,7,V
16:58:15,14,P
16:58:01,5,V
16:57:58,3,V
16:57:48,10,P
16:57:45,8,P
16:57:31,8,P
16:57:28,12,P
16:57:18,5,V
16:57:15,8,P
16:57:01,2,V
16:56:58,2,V
16:56:48,14,P
16:56:45,2,V
16:56:31,8,P
16:56:28,13,P
16:56:18,10,P
16:56:15,4,V
16:56:01,5,V
16:55:58,4,V
16:55:48,13,P
16:55:45,9,P
16:55:31,13,P
16:55:28,0,B
16:55:18,10,P
16:55:15,0,B
16:55:01,6,V
16:54:58,13,P
16:54:48,6,V
16:54:45,14,P
16:54:31,14,P
16:54:27,9,P
16:54:18,0,B
16:54:15,11,P
16:54:01,11,P
16:53:57,5,V
16:53:48,7,V
16:53:44,0,B
16:53:31,5,V
16:53:27,7,V
16:53:18,6,V
16:53:14,5,V
16:53:01,4,V
16:52:57,8,P
16:52:48,1,V
16:52:44,14,P
16:52:31,4,V
16:52:27,0,B
16:52:18,14,P
16:52:14,2,V
16:52:01,3,V
16:51:57,12,P
16:51:48,8,P
16:51:44,14,P
16:51:44,2,V
16:51:31,12,P
16:51:27,14,P
16:51:17,0,B
16:51:14,14,P
16:51:01,6,V
16:50:57,12,P
16:50:47,0,B
16:50:44,4,V
16:50:31,6,V
16:50:27,10,P
16:50:17,7,V
16:50:14,13,P
16:50:00,6,V
16:49:57,12,P
16:49:47,9,P
16:49:44,7,V
16:49:30,4,V
16:49:27,8,P
16:49:17,13,P
16:49:14,4,V
16:49:00,4,V
16:48:57,7,V
16:48:47,6,V
16:48:44,7,V
16:48:30,5,V
16:48:27,8,P
16:48:17,4,V
16:48:14,2,V
16:48:00,2,V
16:47:57,9,P
16:47:47,1,V
16:47:44,11,P
16:47:30,0,B
16:47:27,1,V
16:47:17,5,V
16:47:14,2,V
16:47:00,14,P
16:47:00,2,V
16:46:57,9,P
16:46:47,6,V
16:46:44,7,V
16:46:30,2,V
16:46:27,0,B
16:46:17,10,P
16:46:14,0,B
16:46:00,3,V
16:45:57,4,V
16:45:47,14,P
16:45:44,10,P
16:45:30,11,P
16:45:26,12,P
16:45:17,0,B
16:45:14,3,V
16:45:00,0,B
16:44:56,0,B
16:44:47,9,P
16:44:43,13,P
16:44:30,7,V
16:44:26,4,V
16:44:17,12,P
16:44:13,12,P
16:44:00,13,P
16:43:56,8,P
16:43:47,7,V
16:43:43,1,V
16:43:30,1,V
16:43:26,14,P
16:43:17,0,B
16:43:13,12,P
16:43:00,0,B
16:42:56,11,P
16:42:47,5,V
16:42:43,2,V
16:42:30,4,V
16:42:26,14,P
16:42:16,4,V
16:42:13,4,V
16:42:00,14,P
16:41:56,0,B
16:41:46,8,P
16:41:43,6,V
16:41:30,7,V
16:41:26,8,P
16:41:16,11,P
16:41:13,1,V
16:40:59,0,B
16:40:56,7,V
16:40:46,9,P
16:40:43,9,P
16:40:29,9,P
16:40:26,9,P
16:40:16,5,V
16:40:13,7,V
16:39:59,11,P
16:39:56,6,V
16:39:46,2,V
16:39:43,1,V
16:39:29,5,V
16:39:26,10,P
16:39:16,0,B
16:39:13,7,V
16:38:59,10,P
16:38:56,9,P
16:38:46,2,V
16:38:43,1,V
16:38:29,10,P
16:38:26,5,V
16:38:16,12,P
16:38:13,0,B
16:37:59,3,V
16:37:56,0,B
16:37:46,7,V
16:37:43,0,B
16:37:29,8,P
16:37:26,8,P
16:37:16,13,P
16:37:13,10,P
16:36:59,8,P
16:36:56,6,V
16:36:46,9,P
16:36:43,12,P
16:36:29,2,V
16:36:25,6,V
16:36:16,5,V
16:36:13,4,V
16:35:59,12,P
16:35:55,3,V
16:35:46,0,B
16:35:42,11,P
16:35:29,10,P
16:35:25,11,P
16:35:16,5,V
16:35:12,13,P
16:34:59,14,P
16:34:55,7,V
16:34:46,4,V
16:34:42,8,P
16:34:29,1,V
16:34:25,8,P
16:34:16,9,P
16:34:12,1,V
16:33:59,8,P
16:33:55,4,V
16:33:45,11,P
16:33:42,5,V
16:33:29,0,B
16:33:25,5,V
16:33:15,14,P
16:33:12,11,P
16:32:59,2,V
16:32:55,7,V
16:32:45,7,V
16:32:42,4,V
16:32:28,5,V
16:32:25,11,P
16:32:15,2,V
16:32:12,2,V
16:31:58,0,B
16:31:55,5,V
16:31:45,4,V
16:31:42,6,V
16:31:28,2,V
16:31:25,2,V
16:31:15,5,V
16:31:12,14,P
16:30:58,6,V
16:30:55,6,V
16:30:45,3,V
16:30:42,14,P
16:30:28,7,V
16:30:25,13,P
16:30:15,11,P
16:30:12,4,V
16:29:58,0,B
16:29:55,3,V
16:29:45,3,V
16:29:42,8,P
16:29:28,13,P
16:29:25,0,B
16:29:15,4,V
16:29:12,12,P
16:28:58,12,P
16:28:55,0,B
16:28:45,1,V
16:28:42,9,P
16:28:28,8,P
16:28:25,8,P
16:28:15,9,P
16:28:12,11,P
16:27:58,7,V
16:27:55,11,P
16:27:45,8,P
16:27:42,0,B
16:27:28,8,P
16:27:24,10,P
16:27:15,10,P
16:27:11,14,P
16:26:58,14,P
16:26:54,13,P
16:26:45,5,V
16:26:41,14,P
16:26:28,6,V
16:26:24,0,B
16:26:15,13,P
16:26:11,8,P
16:25:58,0,B
16:25:54,1,V
16:25:45,3,V
16:25:41,8,P
16:25:28,2,V
16:25:24,4,V
16:25:15,3,V
16:25:11,8,P
16:24:58,5,V
16:24:54,7,V
16:24:44,13,P
16:24:41,1,V
16:24:28,2,V
16:24:24,4,V
16:24:14,12,P
16:24:11,9,P
16:23:58,9,P
16:23:54,4,V
16:23:44,11,P
16:23:41,6,V
16:23:27,2,V
16:23:24,1,V
16:23:14,7,V
16:23:11,5,V
16:22:57,11,P
16:22:54,7,V
16:22:44,0,B
16:22:41,11,P
16:22:27,1,V
16:22:24,0,B
16:22:14,13,P
16:22:11,9,P
16:22:11,11,P
16:21:57,8,P
16:21:54,1,V
16:21:54,13,P
16:21:44,4,V
16:21:41,9,P
16:21:27,5,V
16:21:24,13,P
16:21:14,10,P
16:21:11,3,V
16:20:57,0,B
16:20:54,9,P
16:20:44,12,P
16:20:41,8,P
16:20:27,3,V
16:20:24,7,V
16:20:14,12,P
16:20:11,14,P
16:19:57,5,V
16:19:54,0,B
16:19:44,12,P
16:19:41,8,P
16:19:27,2,V
16:19:24,0,B
16:19:14,5,V
16:19:11,6,V
16:18:57,11,P
16:18:54,11,P
16:18:44,7,V
16:18:41,11,P
16:18:27,7,V
16:18:23,9,P
16:18:14,3,V
16:18:10,2,V
16:17:57,7,V
16:17:53,9,P
16:17:44,6,V
16:17:40,10,P
16:17:27,4,V
16:17:23,6,V
16:17:14,9,P
16:17:10,7,V
16:16:57,10,P
16:16:53,7,V
16:16:44,5,V
16:16:40,3,V
16:16:27,8,P
16:16:23,6,V
16:16:14,14,P
16:16:10,6,V
16:15:57,7,V
16:15:53,10,P
16:15:43,0,B
16:15:40,10,P
16:15:27,8,P
16:15:23,14,P
16:15:13,7,V
16:15:10,6,V
16:14:57,5,V
16:14:53,5,V
16:14:43,13,P
16:14:40,3,V
16:14:26,6,V
16:14:23,4,V
16:14:13,1,V
16:14:10,3,V
16:13:56,0,B
16:13:53,11,P
16:13:43,1,V
16:13:40,11,P
16:13:26,12,P
16:13:23,1,V
16:13:13,14,P
16:13:10,14,P
16:12:56,7,V
16:12:53,5,V
16:12:43,11,P
16:12:40,1,V
16:12:26,13,P
16:12:23,14,P
16:12:13,6,V
16:12:10,2,V
16:11:56,11,P
16:11:53,5,V
16:11:43,10,P
16:11:40,1,V
16:11:26,10,P
16:11:23,2,V
16:11:13,14,P
16:11:10,4,V
16:10:56,13,P
16:10:53,9,P
16:10:43,12,P
16:10:40,1,V
16:10:26,7,V
16:10:23,0,B
16:10:13,0,B
16:10:10,3,V
16:09:56,6,V
16:09:53,10,P
16:09:43,10,P
16:09:39,5,V
16:09:26,0,B
16:09:22,9,P
16:09:13,0,B
16:09:09,7,V
16:08:56,2,V
16:08:52,0,B
16:08:43,9,P
16:08:39,9,P
16:08:26,12,P
16:08:22,14,P
16:08:13,10,P
16:08:09,6,V
16:07:56,9,P
16:07:52,9,P
16:07:43,10,P
16:07:39,9,P
16:07:26,11,P
16:07:22,7,V
16:07:13,9,P
16:07:09,5,V
16:06:56,4,V
16:06:52,12,P
16:06:42,9,P
16:06:39,2,V
16:06:26,3,V
16:06:22,0,B
16:06:22,9,P
16:06:12,11,P
16:06:09,8,P
16:05:56,14,P
16:05:52,9,P
16:05:42,6,V
16:05:39,13,P
16:05:25,7,V
16:05:22,12,P
16:05:12,1,V
16:05:09,14,P
16:04:55,9,P
16:04:52,11,P
16:04:42,0,B
16:04:39,7,V
16:04:25,6,V
16:04:22,13,P
16:04:09,9,P
16:03:55,2,V
16:03:52,14,P
16:03:42,12,P
16:03:39,14,P
16:03:25,3,V
16:03:22,3,V
16:03:12,12,P
16:03:09,1,V
16:02:55,13,P
16:02:52,13,P
16:02:42,6,V
16:02:39,6,V
16:02:25,7,V
16:02:22,12,P
16:02:12,14,P
16:02:09,9,P
16:01:55,1,V
16:01:52,6,V
16:01:42,5,V
16:01:39,1,V
16:01:25,7,V
16:01:22,5,V
16:01:12,6,V
16:01:09,7,V
16:00:55,11,P
16:00:52,10,P
16:00:42,3,V
16:00:38,13,P
16:00:25,7,V
16:00:21,3,V
16:00:12,13,P
16:00:08,3,V
15:59:55,11,P
15:59:51,12,P
15:59:42,2,V
15:59:38,2,V
15:59:25,4,V
15:59:21,1,V
15:59:12,0,B
15:59:08,7,V
15:58:55,1,V
15:58:51,3,V
15:58:42,3,V
15:58:38,0,B
15:58:25,1,V
15:58:21,2,V
15:58:12,9,P
15:58:08,5,V
15:57:55,9,P
15:57:51,9,P
15:57:41,8,P
15:57:38,8,P
15:57:25,10,P
15:57:21,2,V
15:57:11,0,B
15:57:08,13,P
15:56:55,2,V
15:56:51,9,P
15:56:41,3,V
15:56:38,7,V
15:56:24,5,V
15:56:21,13,P
15:56:11,11,P
15:56:08,9,P
15:55:54,11,P
15:55:51,6,V
15:55:41,4,V
15:55:38,7,V
15:55:24,11,P
15:55:20,1,V
15:55:11,0,B
15:55:08,6,V
15:54:54,8,P
15:54:50,5,V
15:54:41,12,P
15:54:38,6,V
15:54:24,13,P
15:54:20,7,V
15:54:11,6,V
15:54:08,9,P
15:53:54,11,P
15:53:50,4,V
15:53:41,5,V
15:53:38,11,P
15:53:24,12,P
15:53:20,13,P
15:53:11,3,V
15:53:08,6,V
15:52:54,10,P
15:52:50,2,V
15:52:41,3,V
15:52:38,8,P
15:52:24,6,V
15:52:20,4,V
15:52:11,2,V
15:52:08,13,P
15:51:54,9,P
15:51:50,4,V
15:51:41,0,B
15:51:37,2,V
15:51:24,8,P
15:51:20,0,B
15:51:11,13,P
15:51:07,11,P
15:50:54,13,P
15:50:50,7,V
15:50:41,9,P
15:50:37,5,V
15:50:24,9,P
15:50:20,4,V
15:50:11,4,V
15:50:07,13,P
15:49:54,7,V
15:49:50,10,P
15:49:41,9,P
15:49:37,7,V
15:49:24,9,P
15:49:20,12,P
15:49:11,11,P
15:49:07,1,V
15:48:54,6,V
15:48:50,2,V
15:48:40,9,P
15:48:37,1,V
15:48:24,12,P
15:48:20,1,V
15:48:10,2,V
15:48:07,0,B
15:47:53,8,P
15:47:50,10,P
15:47:40,9,P
15:47:37,0,B
15:47:23,9,P
15:47:20,7,V
15:47:10,1,V
15:47:07,8,P
15:46:53,1,V
15:46:50,5,V
15:46:40,2,V
15:46:37,3,V
15:46:23,6,V
15:46:19,13,P
15:46:10,3,V
15:46:07,12,P
15:45:53,5,V
15:45:49,5,V
15:45:40,2,V
15:45:37,6,V
15:45:23,0,B
15:45:19,0,B
15:45:10,3,V
15:45:07,11,P
15:44:53,11,P
15:44:49,3,V
15:44:40,1,V
15:44:37,12,P
15:44:23,13,P
15:44:19,9,P
15:44:10,10,P
15:44:07,8,P
15:43:53,12,P
15:43:49,12,P
15:43:40,7,V
15:43:37,9,P
15:43:23,11,P
15:43:19,2,V
15:43:10,0,B
15:43:07,6,V
15:42:53,2,V
15:42:49,13,P
15:42:40,4,V
15:42:36,8,P
15:42:23,11,P
15:42:19,2,V
15:42:10,8,P
15:42:06,1,V
15:41:53,2,V
15:41:49,10,P
15:41:40,14,P
15:41:36,4,V
15:41:23,7,V
15:41:19,11,P
15:41:10,11,P
15:41:06,10,P
15:40:53,11,P
15:40:49,14,P
15:40:40,12,P
15:40:36,14,P
15:40:23,2,V
15:40:19,4,V
15:40:10,12,P
15:40:06,10,P
15:39:53,0,B
15:39:49,10,P
15:39:39,14,P
15:39:36,1,V
15:39:23,13,P
15:39:19,6,V
15:39:09,9,P
15:39:06,8,P
15:38:52,5,V
15:38:49,0,B
15:38:39,5,V
15:38:36,7,V
15:38:22,6,V
15:38:19,6,V
15:38:09,10,P
15:38:06,7,V
15:37:52,7,V
15:37:49,9,P
15:37:39,14,P
15:37:36,8,P
15:37:22,6,V
15:37:18,6,V
15:37:09,1,V
15:37:06,2,V
15:36:52,3,V
15:36:48,14,P
15:36:39,7,V
15:36:36,12,P
15:36:22,0,B
15:36:18,13,P
15:36:09,14,P
15:36:06,8,P
15:35:52,7,V
15:35:48,6,V
15:35:39,8,P
15:35:36,7,V
15:35:22,2,V
15:35:18,6,V
15:35:09,13,P
15:35:06,1,V
15:34:52,10,P
15:34:48,7,V
15:34:39,14,P
15:34:36,3,V
15:34:22,3,V
15:34:18,9,P
15:34:09,5,V
15:34:05,14,P
15:33:52,8,P
15:33:48,8,P
15:33:39,2,V
15:33:35,1,V
15:33:22,4,V
15:33:18,8,P
15:33:09,12,P
15:33:05,5,V
15:32:52,6,V
15:32:48,11,P
15:32:39,13,P
15:32:35,5,V
15:32:22,11,P
15:32:18,0,B
15:32:09,6,V
15:32:05,3,V
15:31:52,8,P
15:31:48,2,V
15:31:39,9,P
15:31:35,1,V
15:31:22,12,P
15:31:18,1,V
15:31:09,2,V
15:31:05,11,P
15:31:05,14,P
15:30:52,8,P
15:30:48,13,P
15:30:38,2,V
15:30:35,11,P
15:30:21,11,P
15:30:18,13,P
15:30:08,11,P
15:30:05,3,V
15:29:51,9,P
15:29:48,2,V
15:29:38,2,V
15:29:35,12,P
15:29:21,9,P
15:29:18,4,V
15:29:08,7,V
15:29:05,7,V
15:28:51,1,V
15:28:47,7,V
15:28:38,7,V
15:28:35,6,V
15:28:21,6,V
15:28:17,10,P
15:28:08,11,P
15:28:05,7,V
15:27:51,8,P
15:27:47,8,P
15:27:38,4,V
15:27:35,9,P
15:27:21,3,V
15:27:17,10,P
15:27:08,2,V
15:27:05,11,P
15:26:51,7,V
15:26:47,0,B
15:26:38,9,P
15:26:35,2,V
15:26:21,2,V
15:26:17,2,V
15:26:08,5,V
15:26:05,3,V
15:25:51,9,P
15:25:47,8,P
15:25:38,7,V
15:25:35,13,P
15:25:35,14,P
15:25:21,5,V
15:25:17,5,V
15:25:08,8,P
15:25:04,14,P
15:24:51,9,P
15:24:47,3,V
15:24:38,1,V
15:24:34,2,V
15:24:21,2,V
15:24:17,9,P
15:24:08,8,P
15:24:04,1,V
15:23:51,11,P
15:23:47,11,P
15:23:38,4,V
15:23:34,12,P
15:23:21,9,P
15:23:17,6,V
15:23:08,7,V
15:23:04,5,V
15:22:51,9,P
15:22:47,3,V
15:22:38,9,P
15:22:34,6,V
15:22:21,1,V
15:22:17,10,P
15:22:07,11,P
15:22:04,4,V
15:21:51,4,V
15:21:47,13,P
15:21:37,13,P
15:21:34,12,P
15:21:20,7,V
15:21:17,3,V
15:21:07,13,P
15:21:04,14,P
15:20:50,13,P
15:20:47,12,P
15:20:37,13,P
15:20:34,9,P
15:20:20,12,P
15:20:16,6,V
15:20:07,2,V
15:20:04,1,V
15:19:50,5,V
15:19:46,10,P
15:19:37,3,V
15:19:34,1,V
15:19:20,9,P
15:19:16,7,V
15:19:07,13,P
15:19:04,10,P
15:18:50,14,P
15:18:46,11,P
15:18:37,9,P
15:18:34,12,P
15:18:20,2,V
15:18:16,5,V
15:18:07,2,V
15:18:04,8,P
15:17:50,11,P
15:17:46,5,V
15:17:37,10,P
15:17:34,1,V
15:17:20,0,B
15:17:16,5,V
15:17:07,12,P
15:17:04,7,V
15:16:50,6,V
15:16:46,14,P
15:16:37,0,B
15:16:33,0,B
15:16:20,4,V
15:16:16,7,V
15:16:07,4,V
15:16:03,6,V
15:15:50,13,P
15:15:46,6,V
15:15:37,14,P
15:15:33,11,P
15:15:33,6,V
15:15:20,13,P
15:15:16,5,V
15:15:07,13,P
15:15:03,11,P
15:14:49,7,V
15:14:46,11,P
15:14:37,5,V
15:14:33,7,V
15:14:19,0,B
15:14:16,7,V
15:14:07,7,V
15:14:03,4,V
15:13:49,9,P
15:13:46,1,V
15:13:37,6,V
15:13:33,12,P
15:13:19,6,V
15:13:16,10,P
15:13:06,10,P
15:13:03,0,B
15:12:49,0,B
15:12:46,10,P
15:12:36,14,P
15:12:33,9,P
15:12:19,5,V
15:12:16,6,V
15:12:06,5,V
15:12:03,14,P
15:11:49,8,P
15:11:46,2,V
15:11:36,11,P
15:11:33,13,P
15:11:33,14,P
15:11:19,12,P
15:11:15,14,P
15:11:06,14,P
15:11:03,13,P
15:10:49,0,B
15:10:45,0,B
15:10:36,13,P
15:10:33,14,P
15:10:19,11,P
15:10:15,8,P
15:10:06,1,V
15:10:03,13,P
15:09:49,8,P
15:09:45,10,P
15:09:36,1,V
15:09:33,0,B
15:09:19,9,P
15:09:15,3,V
15:09:06,3,V
15:09:03,12,P
15:08:49,3,V
15:08:45,14,P
15:08:36,10,P
15:08:33,2,V
15:08:19,6,V
15:08:15,2,V
15:08:06,14,P
15:08:02,9,P
15:07:49,14,P
15:07:45,0,B
15:07:36,10,P
15:07:32,1,V
15:07:19,0,B
15:07:15,0,B
15:07:06,6,V
15:07:02,12,P
15:06:49,3,V
15:06:45,7,V
15:06:36,0,B
15:06:32,9,P
15:06:18,3,V
15:06:15,3,V
15:06:06,10,P
15:06:02,0,B
15:05:48,8,P
15:05:45,12,P
15:05:36,11,P
15:05:32,14,P
15:05:18,7,V
15:05:15,14,P
15:05:06,2,V
15:05:02,3,V
15:04:48,8,P
15:04:45,10,P
15:04:36,2,V
15:04:32,11,P
15:04:18,8,P
15:04:15,10,P
15:04:05,7,V
15:04:02,7,V
15:03:48,1,V
15:03:45,4,V
15:03:35,0,B
15:03:32,5,V
15:03:18,7,V
15:03:15,8,P
15:03:05,6,V
15:03:02,6,V
15:02:48,0,B
15:02:45,1,V
15:02:35,14,P
15:02:32,10,P
15:02:18,5,V
15:02:14,10,P
15:02:05,2,V
15:02:02,14,P
15:01:48,9,P
15:01:44,11,P
15:01:35,3,V
15:01:32,8,P
15:01:18,0,B
15:01:14,5,V
15:01:05,9,P
15:01:02,9,P
15:00:48,4,V
15:00:44,10,P
15:00:35,11,P
15:00:32,3,V
15:00:18,3,V
15:00:14,14,P
15:00:05,5,V
15:00:02,13,P
14:59:48,14,P
14:59:44,0,B
14:59:35,14,P
14:59:32,3,V
14:59:18,6,V
14:59:14,13,P
14:59:05,10,P
14:59:01,6,V
14:58:48,1,V
14:58:44,9,P
